Status,FeatureType,PropertyName,SubPropertyName,GISPropNum,OMPPropID,Borough,District,x,y
Activated,Misting Station,Newtown Barge Playground,,B135,B135,Brooklyn,B-01,-73.959782702112,40.7359820507185
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.934913286427,40.7836316072814
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.9341482801174,40.7833712248471
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8298133948064,40.5793258574036
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8285849443662,40.5796966182191
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.9316142301251,40.7828437559712
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8272631524509,40.580063302915
Activated,Misting Station,Sgt. William Dougherty Playground,,B096,B096,Brooklyn,B-01,-73.9370916967565,40.7237791654538
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8264370313894,40.5802996102474
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8248770601204,40.5807689618078
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8237194184227,40.5810924541126
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8227484584846,40.5813369055163
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8161749023251,40.5831670029666
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8127105625538,40.5839907759667
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8115733062895,40.58427025336
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8095240990288,40.5849872743082
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8081883586764,40.585478592482
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.806407372695,40.5859389448796
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8055029326835,40.5860008684764
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8046253145521,40.5860750128793
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8034129563042,40.586164638322
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8021061844734,40.5862567089357
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.8010118435291,40.586268930159
Activated,Misting Station,Rockaway Beach Boardwalk,,Q163,Q163,Queens,Q-14,-73.7746918703463,40.5915582512753
Activated,Misting Station,Beach 17 Playground,,Q162J,Q162J,Queens,Q-14,-73.7500970944979,40.5942618173314
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.9260679079597,40.7837101268816
Activated,Drinking Fountain Spray Adapter,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.8422999222498,40.743601231153
Activated,Hydrant Spray Cap,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.841879072367,40.7430662510958
Activated,Drinking Fountain Spray Adapter,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.8400042323672,40.7445614403266
Activated,Drinking Fountain Spray Adapter,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.8366809540346,40.7503504389886
Activated,Drinking Fountain Spray Adapter,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.8442601910869,40.7455678607651
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.9167245398325,40.7918840726243
Activated,Drinking Fountain Spray Adapter,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.8495551703675,40.7418994218941
Activated,Drinking Fountain Spray Adapter,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.8504987490003,40.7461413005877
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.914905163025,40.7927795181418
Activated,Hydrant Spray Cap,Flushing Meadows Corona Park,,Q099,Q099,Queens,Q-15,-73.8519924790802,40.7462282404047
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.9152871031549,40.7933617605921
Activated,Hydrant Spray Cap,Randall's Island Park,,M107,M107,Manhattan,M-11R,-73.9198721637226,40.7942120607856
Activated,CS Spray Adapter,Claremont Park,,X008,X008,Bronx,X-04,-73.9069064321322,40.84151218729
Activated,CS Spray Adapter,Claremont Park,,X008,X008,Bronx,X-04,-73.9080564434947,40.8376861281885
Activated,Misting Station,John Hancock Playground,,B237,B237,Brooklyn,B-03,-73.955116401702,40.6822167831712
Broken,Misting Station,Betty Carter Park,,B592,B592,Brooklyn,B-02,-73.9770329171858,40.6871401117574
Activated,Misting Station,Fulton Park,,B038,B038,Brooklyn,B-03,-73.9338351922823,40.6796450132409
Activated,Misting Station,Jackie Robinson Park Playground,,B294,B294,Brooklyn,B-03,-73.9273434754343,40.6803427043099
Activated,Misting Station,Thomas Boyland Park,,B381,B381,Brooklyn,B-04,-73.9073806366237,40.6820897639278
Activated,Misting Station,Murray Playground,,Q141,Q141,Queens,Q-02,-73.9487366090416,40.7473918926654
Activated,Misting Station,Murray Playground,,Q141,Q141,Queens,Q-02,-73.9488465801833,40.7470566073535
Activated,Misting Station,Murray Playground,,Q141,Q141,Queens,Q-02,-73.9478139300695,40.7472740351574
