Status,Borough,GISPropNum,OMPPropID,SubPropertyName,PropertyName,Feature,System,FeatureType,District,x,y
Activated,Q,Q092,Q092,Police Officer Edward Byrne Park,Police Officer Edward Byrne Park,Play Equipment,Q092-SPRAY0397,Sprinkler,Q-10,1037668.75305847,182464.775868311
Activated,Q,Q094,Q094-01,Addabbo Playground,Tudor Park,Play Equipment,Q094-01-SPRAY0398,Sprinkler,Q-10,1024727.45643454,184541.572567731
Activated,Q,Q096E,Q096E,Lefferts Playground,Lefferts Playground,Play Equipment,Q096E-SPRAY0399,Sprinkler,Q-10,1033838.33355397,181778.701781138
Activated,Q,Q098,Q098,Frank D. O'Connor Playground,Frank D. O'Connor Playground,Play Equipment,Q098-SPRAY0400,Sprinkler,Q-04,1015638.69278797,210446.192018225
Activated,Q,Q099,Q099-01,World's Fair Playground,Flushing Meadows Corona Park,Play Equipment,Q099-01-SPRAY0401,Sprinkler,Q-06,1026954.43688872,208013.12765865
Activated,Q,Q099,Q099-15,Triassic Playground,Flushing Meadows Corona Park,Play Equipment,Q099-15-SPRAY0402,Sprinkler,Q-15,1029975.25925913,205208.429527893
Activated,Q,Q099,Q099-16,Jurassic Playground,Flushing Meadows Corona Park,Play Equipment,Q099-16-SPRAY0403,Sprinkler,Q-15,1027577.12002655,207167.035190731
Activated,Q,Q099,Q099-17,Lawrence Playground,Flushing Meadows Corona Park,Play Equipment,Q099-17-SPRAY0404,Sprinkler,Q-15,1030334.41438071,212086.950547724
Activated,Q,Q099,Q099-18,Playground For All Children,Flushing Meadows Corona Park,Play Equipment,Q099-18-SPRAY0405,Sprinkler,Q-15,1026006.23898197,209331.703433558
Activated,Q,Q099,Q099-20,Albert H. Mauro Playground,Flushing Meadows Corona Park,Play Equipment,Q099-20-SPRAY0406,Sprinkler,Q-15,1032224.67142696,202605.422922894
Activated,Q,Q101,Q101,Middle Village Playground,Middle Village Playground,Play Equipment,Q101-SPRAY0407,Sprinkler,Q-05,1019285.65498222,198008.609938055
Activated,Q,Q102,Q102-03,Juniper South Playground,Juniper Valley Park,Play Equipment,Q102-03-SPRAY0408,Sprinkler,Q-05,1016661.23175339,201031.482829317
Activated,Q,Q103,Q103,Kennedy Playground,Kennedy Playground,Play Equipment,Q103-SPRAY0409,Sprinkler,Q-11,1045370.31180229,220509.455684304
Activated,Q,Q104,Q104-01,Vernon Playground,Queensbridge Park,Play Equipment,Q104-01-SPRAY0410,Sprinkler,Q-01,998937.269826054,215102.803767979
Activated,Q,Q105,Q105,Howard Von Dohlen Playground,Howard Von Dohlen Playground,Play Equipment,Q105-SPRAY0411,Sprinkler,Q-12,1036107.91595704,194156.740345224
Activated,Q,Q106,Q106,Daniel M. O'Connell Playground,Daniel M. O'Connell Playground,Play Equipment,Q106-SPRAY0412,Sprinkler,Q-12,1051325.0321763,194349.794092983
Activated,Q,Q107,Q107-01,Springfield Playground,Springfield Park,Play Equipment,Q107-01-SPRAY0413,Sprinkler,Q-13,1050130.13266322,179812.836946472
Activated,Q,Q108,Q108,Laurelton Playground,Laurelton Playground,Play Equipment,Q108-SPRAY0414,Sprinkler,Q-13,1057337.33084721,183485.579272896
Activated,Q,Q118,Q118,Police Officer Nicholas Demutiis Park,Police Officer Nicholas Demutiis Park,Play Equipment,Q118-SPRAY0415,Sprinkler,Q-10,1028825.87966813,187705.599376142
Activated,Q,Q119,Q119,Frederick B. Judge Playground,Frederick B. Judge Playground,Play Equipment,Q119-SPRAY0416,Sprinkler,Q-10,1037467.01396064,188320.750048726
Activated,Q,Q120,Q120,Harvard Playground,Harvard Playground,Play Equipment,Q120-SPRAY0417,Sprinkler,Q-12,1044810.82210764,197703.536401227
Activated,Q,Q121,Q121-02,K.l. Williams Playground (Tennis),Detective Keith L Williams Park,Play Equipment,Q121-02-SPRAY0418,Sprinkler,Q-12,1044198.05299197,195063.058414474
Activated,Q,Q122,Q122,Junction Playground,Junction Playground,Play Equipment,Q122-SPRAY0419,Sprinkler,Q-03,1019673.17848539,214262.624017894
Activated,Q,Q126,Q126-01,Francis Lewis Playground,Francis Lewis Park,Play Equipment,Q126-01-SPRAY0420,Sprinkler,Q-07,1032814.44091671,229501.643080472
Activated,Q,Q127,Q127,Marconi Park,Marconi Park,Play Equipment,Q127-SPRAY0421,Sprinkler,Q-12,1040799.06208655,191844.99693723
Activated,Q,Q128,Q128,London Planetree Playground,London Planetree Playground,Play Equipment,Q128-SPRAY0422,Sprinkler,Q-09,1024951.58656372,189289.766155317
Activated,Q,Q129,Q129,"Phil ""Scooter"" Rizzuto Park","Phil ""Scooter"" Rizzuto Park",Play Equipment,Q129-SPRAY0423,Sprinkler,Q-09,1033724.42925421,192458.64039497
Activated,Q,Q131,Q131-01,Virginia Principe Playground,Frank Principe Park,Play Equipment,Q131-01-SPRAY0424,Sprinkler,Q-05,1010818.68339914,204233.355362564
Activated,Q,Q134,Q134,Breininger Park,Breininger Park,Play Equipment,Q134-SPRAY0425,Sprinkler,Q-13,1059370.87008722,203831.437203139
Activated,Q,Q141,Q141,Murray Playground,Murray Playground,Play Equipment,Q141-SPRAY0426,Sprinkler,Q-02,998430.485406547,211516.356872648
Activated,Q,Q162E,Q162E,Beach 59th St Playground,Beach 59th St Playground,Play Equipment,Q162E-SPRAY0427,Sprinkler,Q-14,1042848.7912548,153971.317435398
Activated,Q,Q163,Q163-21,Rockaway Beach Playground,Rockaway Beach Boardwalk,Play Equipment,Q163-21-SPRAY0428,Sprinkler,Q-14,1039276.82661397,152971.470025643
Activated,Q,Q163,Q163-02,Sandpiper Playground,Rockaway Beach Boardwalk,Play Equipment,Q163-ZN07A-SPRAY0429,Sprinkler,Q-14,1032180.17578105,150706.269175469
Activated,Q,Q174A,Q174A,St. Michael's Playground,St. Michael's Playground,Play Equipment,Q174A-SPRAY0430,Sprinkler,Q-01,1011911.61592455,215809.690477564
Activated,Q,Q205A,Q205A,Big Bush Playground,Big Bush Playground,Play Equipment,Q205A-SPRAY0431,Sprinkler,Q-02,1011233.35022072,208750.760369732
Activated,Q,Q205B,Q205B,Nathan Weidenbaum Playground,Nathan Weidenbaum Playground,Play Equipment,Q205B-SPRAY0432,Sprinkler,Q-02,1011340.23419331,208223.419560894
Activated,Q,Q211,Q211,Maple Playground,Maple Playground,Play Equipment,Q211-SPRAY0433,Sprinkler,Q-07,1032431.05421631,214710.148385316
Activated,Q,Q212,Q212,Queens Valley Playground,Queens Valley Playground,Play Equipment,Q212-SPRAY0434,Sprinkler,Q-08,1033111.60928563,202318.420216053
Activated,Q,Q218,Q218,Dutch Kills Playground,Dutch Kills Playground,Play Equipment,Q218-SPRAY0435,Sprinkler,Q-01,1002742.85735921,215168.558885812
Activated,Q,Q220B,Q220B,Norelli-Hargreaves Playground,Norelli-Hargreaves Playground,Play Equipment,Q220B-SPRAY0436,Sprinkler,Q-12,1037206.45017729,190887.059220567
Activated,Q,Q220E,Q220E,Playground One Forty,Playground One Forty,Play Equipment,Q220E-SPRAY0437,Sprinkler,Q-12,1039378.9320528,185311.343337893
Activated,Q,Q221,Q221,Farm Playground,Farm Playground,Play Equipment,Q221-SPRAY0438,Sprinkler,Q-08,1045953.95564813,207404.748954147
Activated,Q,Q266,Q266,Westbourne Playground,Westbourne Playground,Play Equipment,Q266-SPRAY0439,Sprinkler,Q-14,1049664.84061481,160874.17042756
Activated,Q,Q290,Q290,"""Uncle"" Vito F. Maranzano Glendale Playground","""Uncle"" Vito F. Maranzano Glendale Playground",Play Equipment,Q290-SPRAY0440,Sprinkler,Q-05,1017089.58358697,196049.773960724
Activated,Q,Q291,Q291,Starr Playground,Starr Playground,Play Equipment,Q291-SPRAY0441,Sprinkler,Q-05,1007037.36189354,197881.206649556
Activated,Q,Q293,Q293,Saul Weprin Playground,Saul Weprin Playground,Play Equipment,Q293-SPRAY0442,Sprinkler,Q-11,1046269.84051504,211779.858970314
Activated,Q,Q294,Q294,Utopia Playground,Utopia Playground,Play Equipment,Q294-SPRAY0443,Sprinkler,Q-08,1041682.61806222,205567.591539233
Activated,Q,Q298,Q298,Paul Raimonda Playground,Paul Raimonda Playground,Play Equipment,Q298-SPRAY0444,Sprinkler,Q-01,1012655.17611722,220846.211244389
Activated,Q,Q300,Q300-02,Playground 146,Kissena Corridor Park,Play Equipment,Q300-02-SPRAY0445,Sprinkler,Q-07,1033760.07386797,211182.646910145
Activated,Q,Q300,Q300-03,Silent Springs Playground,Kissena Corridor Park,Play Equipment,Q300-03-SPRAY0446,Sprinkler,Q-07,1033293.8812308,212532.38469623
Activated,Q,Q300,Q300-04,Captain Mario Fajardo Park,Kissena Corridor Park,Play Equipment,Q300-04-SPRAY0447,Sprinkler,Q-07,1035614.37691788,210204.960545316
Activated,Q,Q300A,Q300A-01,Underhill Playground,Kissena Corridor Park,Play Equipment,Q300A-01-SPRAY0448,Sprinkler,Q-11,1042965.21884347,210733.629763558
Activated,Q,Q302,Q302,Evergreen Park,Evergreen Park,Play Equipment,Q302-SPRAY0449,Sprinkler,Q-05,1012958.26606221,193298.69744189
Activated,Q,Q303,Q303,Travers Park,Travers Park,Play Equipment,Q303-SPRAY0450,Sprinkler,Q-03,1014907.51216371,213990.084536731
Activated,Q,Q304,Q304,Ehrenreich-Austin Playground,Ehrenreich-Austin Playground,Play Equipment,Q304-SPRAY0451,Sprinkler,Q-06,1029476.15953555,200001.006215721
Activated,Q,Q305,Q305,Mafera Park,Mafera Park,Play Equipment,Q305-SPRAY0452,Sprinkler,Q-05,1014405.76907272,196952.054636478
Activated,Q,Q306,Q306,The Painter's Playground,The Painter's Playground,Play Equipment,Q306-SPRAY0453,Sprinkler,Q-06,1023047.9115653,201828.018309727
Activated,Q,Q307,Q307,Delphin H. Greene Playground,Delphin H. Greene Playground,Play Equipment,Q307-SPRAY0454,Sprinkler,Q-13,1059429.14687354,188964.89803864
Activated,Q,Q308,Q308,Bowne Playground,Bowne Playground,Play Equipment,Q308-SPRAY0455,Sprinkler,Q-07,1032768.96266122,215552.567960307
Activated,Q,Q313,Q313,Arverne Playground,Arverne Playground,Play Equipment,Q313-SPRAY0456,Sprinkler,Q-14,1043910.24516864,155343.55681689
Activated,Q,Q317,Q317,Tall Oak Playground,Tall Oak Playground,Play Equipment,Q317-SPRAY0457,Sprinkler,Q-11,1051251.94898913,211191.10555464
Activated,Q,Q318,Q318,Playground Eighty LXXX,Playground Eighty LXXX,Play Equipment,Q318-SPRAY0458,Sprinkler,Q-13,1064731.03456372,210705.279754638
Activated,Q,Q319,Q319,Annadale Playground,Annadale Playground,Play Equipment,Q319-SPRAY0459,Sprinkler,Q-06,1025321.3715853,205683.572934553
Activated,Q,Q320,Q320,Vleigh Playground,Vleigh Playground,Play Equipment,Q320-SPRAY0460,Sprinkler,Q-08,1035106.7437468,205223.627332136
Activated,Q,Q322,Q322,Bellaire Playground,Bellaire Playground,Play Equipment,Q322-SPRAY0461,Sprinkler,Q-13,1051314.94131721,202239.53323473
Under Construction,Q,Q326,Q326,Bland Playground,Bland Playground,Play Equipment,Q326-SPRAY0462,Sprinkler,Q-07,1031032.81062172,215580.436014816
Activated,Q,Q327,Q327,Castlewood Playground,Castlewood Playground,Play Equipment,Q327-SPRAY0463,Sprinkler,Q-13,1061341.14337763,212463.739164233
Activated,Q,Q329,Q329,Pomonok Playground,Pomonok Playground,Play Equipment,Q329-SPRAY0464,Sprinkler,Q-08,1035815.39357621,207511.959697723
Activated,Q,Q330,Q330,Locust Manor Playground,Locust Manor Playground,Play Equipment,Q330-SPRAY0465,Sprinkler,Q-12,1051824.16569246,189291.889838725
Activated,Q,Q332,Q332,Woodtree Playground,Woodtree Playground,Play Equipment,Q332-SPRAY0466,Sprinkler,Q-01,1011289.57189305,222565.368567228
Activated,Q,Q333,Q333,Ravenswood Playground,Ravenswood Playground,Play Equipment,Q333-SPRAY0467,Sprinkler,Q-01,1002161.41593679,217121.980503886
Activated,Q,Q334,Q334,Playground Twenty One,Playground Twenty One,Play Equipment,Q334-SPRAY0468,Sprinkler,Q-07,1040052.24402639,222890.442064061
Activated,Q,Q335,Q335,Russell Sage Playground,Russell Sage Playground,Play Equipment,Q335-SPRAY0469,Sprinkler,Q-06,1025418.30872738,203002.185580804
Under Construction,Q,Q336,Q336,Judge Moses Weinstein Playground,Judge Moses Weinstein Playground,Play Equipment,Q336-SPRAY0470,Sprinkler,Q-08,1033978.41037355,201127.055800899
Activated,Q,Q337,Q337,Maurice A FitzGerald Playground,Maurice A FitzGerald Playground,Play Equipment,Q337-SPRAY0471,Sprinkler,Q-09,1028689.73000605,190818.82674548
Activated,Q,Q338,Q338,Admiral (Sy Seplowe) Playground,Admiral Playground,Play Equipment,Q338-SPRAY0472,Sprinkler,Q-11,1056863.00830505,220287.78552398
Activated,Q,Q339,Q339,Cambria Playground,Cambria Playground,Play Equipment,Q339-SPRAY0473,Sprinkler,Q-13,1055542.21468681,190454.179836973
Activated,Q,Q340,Q340,Torsney Playground,Torsney Playground,Play Equipment,Q340-SPRAY0474,Sprinkler,Q-02,1005970.2744608,211566.561496645
Activated,Q,Q342,Q342,Electric Playground,Electric Playground,Play Equipment,Q342-SPRAY0475,Sprinkler,Q-08,1038186.38489721,207468.261294305
Activated,Q,Q343,Q343,Whitestone Playground,Whitestone Playground,Play Equipment,Q343-SPRAY0476,Sprinkler,Q-07,1037299.29546405,227881.103670641
Activated,Q,Q344,Q344,Emerald Playground,Emerald Playground,Play Equipment,Q344-SPRAY0477,Sprinkler,Q-08,1038026.64899621,205664.49849765
Activated,Q,Q346,Q346,Challenge Playground,Challenge Playground,Play Equipment,Q346-SPRAY0478,Sprinkler,Q-11,1059616.31710289,215051.871127054
Activated,Q,Q347,Q347,Colden Playground,Colden Playground,Play Equipment,Q347-SPRAY0479,Sprinkler,Q-07,1032103.26550179,219943.856093719
Activated,Q,Q348,Q348,Willow Lake Playground,Willow Lake Playground,Play Equipment,Q348-SPRAY0480,Sprinkler,Q-06,1029394.86704722,202627.195517137
Activated,Q,Q349,Q349,Telephone Playground,Telephone Playground,Play Equipment,Q349-SPRAY0481,Sprinkler,Q-11,1051703.4388998,208412.350941553
Activated,Q,Q351,Q351,Peters Field,Peters Field,Play Equipment,Q351-SPRAY0482,Sprinkler,Q-12,1046684.98272939,196714.453733727
Activated,Q,Q352,Q352,Hillside Playground,Hillside Playground,Play Equipment,Q352-SPRAY0483,Sprinkler,Q-13,1063729.61038547,209372.984847053
Activated,Q,Q354,Q354,Playground Seventy Five,Playground Seventy Five,Play Equipment,Q354-SPRAY0484,Sprinkler,Q-08,1037411.10265514,203977.148853972
Activated,Q,Q356,Q356,Alley Park,Alley Park,Play Equipment,Q356-SPRAY0485,Sprinkler,Q-07A,1054930.34156672,211673.995008811
Activated,Q,Q357B,Q357B,Real Good Playground,Real Good Playground,Play Equipment,Q357B-SPRAY0486,Sprinkler,Q-06,1023784.25326846,207291.789534389
Activated,Q,Q357G,Q357G,Turtle Playground,Turtle Playground,Play Equipment,Q357G-SPRAY0487,Sprinkler,Q-07,1032069.45618622,209704.955967888
Activated,Q,Q358,Q358,Detective William T. Gunn Playground,Detective William T. Gunn Playground,Play Equipment,Q358-SPRAY0488,Sprinkler,Q-13,1058586.8050543,206021.576195552
Activated,Q,Q359,Q359,Haggerty Park,Haggerty Park,Play Equipment,Q359-SPRAY0489,Sprinkler,Q-12,1051280.57524421,199217.440853729
Activated,Q,Q360J,Q360J,Crowley Playground,Crowley Playground,Play Equipment,Q360J-SPRAY0490,Sprinkler,Q-04,1017615.96311163,205098.139066055
Activated,Q,Q360M,Q360M,Frontera Park,Frontera Park,Play Equipment,Q360M-SPRAY0491,Sprinkler,Q-05,1013250.92722231,203312.896573558
Activated,Q,Q360N,Q360N,Hoffman Park,Hoffman Park,Play Equipment,Q360N-SPRAY0492,Sprinkler,Q-04,1019845.20274764,206302.866315394
Under Construction,Q,Q361,Q361,Moore Homestead Playground,Moore Homestead Playground,Play Equipment,Q361-SPRAY0493,Sprinkler,Q-04,1016838.4220158,209680.819533228
Activated,Q,Q362,Q362,Playground Ninety,Playground Ninety,Play Equipment,Q362-SPRAY0494,Sprinkler,Q-03,1017887.69747629,215210.759916886
Activated,Q,Q363,Q363,Northern Playground,Northern Playground,Play Equipment,Q363-SPRAY0495,Sprinkler,Q-03,1019002.67490513,214753.062341481
Activated,Q,Q364,Q364,Marie Curie Playground,Marie Curie Playground,Play Equipment,Q364-SPRAY0496,Sprinkler,Q-11,1047477.26165664,215131.150167971
Activated,Q,Q366,Q366,Louis C. Moser Playground,Louis C. Moser Playground,Play Equipment,Q366-SPRAY0497,Sprinkler,Q-03,1014103.04822146,217315.506363555
Activated,Q,Q367,Q367,Hammel Playground,Hammel Playground,Play Equipment,Q367-SPRAY0498,Sprinkler,Q-14,1037195.48858505,153632.190817058
Activated,Q,Q369,Q369,Louis Pasteur Park,Louis Pasteur Park,Play Equipment,Q369-SPRAY0499,Sprinkler,Q-11,1057562.71195814,217018.762534469
Activated,Q,Q370,Q370,Freedom Square Playground,Freedom Square Playground,Play Equipment,Q370-SPRAY0500,Sprinkler,Q-08,1034064.82161805,202819.639357984
Activated,Q,Q373,Q373,East Elmhurst Playground,East Elmhurst Playground,Play Equipment,Q373-SPRAY0501,Sprinkler,Q-03,1020037.30046054,218224.355267643
Activated,Q,Q375,Q375,Willets Point Playground,Willets Point Playground,Play Equipment,Q375-SPRAY0502,Sprinkler,Q-07,1040632.71596255,224897.281226232
Activated,Q,Q377,Q377,Playground Sixty Two LXII,Playground Sixty Two LXII,Play Equipment,Q377-SPRAY0503,Sprinkler,Q-06,1024996.87649938,207514.381280809
Activated,Q,Q378,Q378,Ampere Playground,Ampere Playground,Play Equipment,Q378-SPRAY0504,Sprinkler,Q-09,1023926.40882405,187722.314565807
Under Construction,Q,Q379,Q379,Briarwood Playground,Briarwood Playground,Play Equipment,Q379-SPRAY0505,Sprinkler,Q-08,1036644.26265338,198124.617251977
Activated,Q,Q381,Q381,Francis Lewis Playground,Francis Lewis Playground,Play Equipment,Q381-SPRAY0506,Sprinkler,Q-11,1044079.54010564,216398.135822981
Activated,Q,Q385,Q385,Ditmars Playground,Ditmars Playground,Play Equipment,Q385-SPRAY0507,Sprinkler,Q-01,1009966.12112788,220407.497554898
Activated,Q,Q386,Q386,Centreville Playground,Centreville Playground,Play Equipment,Q386-SPRAY0508,Sprinkler,Q-10,1028900.2797818,183546.803231805
Activated,Q,Q389,Q389,Bayside Playground,Bayside Playground,Play Equipment,Q389-SPRAY0509,Sprinkler,Q-14,1032818.04031896,152405.459346637
Activated,Q,Q390,Q390,Clintonville Playground,Clintonville Playground,Play Equipment,Q390-SPRAY0510,Sprinkler,Q-07,1037559.06594188,224682.974240139
Activated,Q,Q391,Q391,Joseph Austin Playground,Joseph Austin Playground,Play Equipment,Q391-SPRAY0511,Sprinkler,Q-08,1039387.27619622,200129.927545815
Activated,Q,Q396,Q396,Montbellier Park,Montbellier Park,Play Equipment,Q396-SPRAY0512,Sprinkler,Q-12,1051771.9505738,185188.926587983
Activated,Q,Q397,Q397,Auburndale Playground,Auburndale Playground,Play Equipment,Q397-SPRAY0513,Sprinkler,Q-07,1041220.60291013,218366.692253306
Activated,Q,Q398,Q398,Rosemary's Playground,Rosemary's Playground,Play Equipment,Q398-SPRAY0514,Sprinkler,Q-05,1010880.86601755,196043.160128816
Activated,Q,Q399,Q399,Bay Terrace Playground,Bay Terrace Playground,Play Equipment,Q399-SPRAY0515,Sprinkler,Q-07A,1045842.92568646,224396.519760563
Activated,Q,Q400,Q400,Oakland Gardens,Oakland Gardens,Play Equipment,Q400-SPRAY0516,Sprinkler,Q-07A,1050839.88124372,213926.690962731
Activated,Q,Q401,Q401,Lost Battalion Hall Recreation Center,Lost Battalion Hall Recreation Center,Play Equipment,Q401-SPRAY0517,Sprinkler,Q-06,1021636.45835147,206072.644006803
Activated,Q,Q402,Q402,Latimer Playground,Latimer Playground,Play Equipment,Q402-SPRAY0518,Sprinkler,Q-12,1043522.38505196,193110.116126149
Activated,Q,Q403,Q403,Beach Channel Playground,Beach Channel Playground,Play Equipment,Q403-SPRAY0519,Sprinkler,Q-14,1038174.48629897,153894.311355814
Activated,Q,Q408,Q408,Harold Schneiderman Playground,Harold Schneiderman Playground,Play Equipment,Q408-SPRAY0520,Sprinkler,Q-10,1025745.49803364,181590.216593816
Activated,Q,Q413,Q413-02,Rochdale Park Playground,Rochdale Park,Play Equipment,Q413-02-SPRAY0521,Sprinkler,Q-12,1046599.09641821,184991.073637232
Under Construction,Q,Q415,Q415,Louis Armstrong Playground,Louis Armstrong Playground,Play Equipment,Q415-SPRAY0522,Sprinkler,Q-03,1024297.69088989,214330.574341312
Activated,Q,Q419,Q419,Hart Playground,Hart Playground,Play Equipment,Q419-SPRAY0523,Sprinkler,Q-07,1034393.3081658,221328.220122888
Activated,Q,Q421,Q421,Walter Ward Playground,Walter Ward Playground,Play Equipment,Q421-SPRAY0524,Sprinkler,Q-10,1027619.39159555,178831.891073733
Activated,Q,Q422,Q422,Seaside Playground,Seaside Playground,Play Equipment,Q422-SPRAY0525,Sprinkler,Q-14,1031238.71506555,150945.639103561
Activated,Q,Q423,Q423,Reiff Playground,Reiff Playground,Play Equipment,Q423-SPRAY0526,Sprinkler,Q-05,1011491.28507229,201090.821621388
Activated,Q,Q426,Q426,North Rochdale Playground,North Rochdale Playground,Play Equipment,Q426-SPRAY0527,Sprinkler,Q-12,1046646.7246038,187087.19411689
Activated,Q,Q427,Q427,South Rochdale Playground,South Rochdale Playground,Play Equipment,Q427-SPRAY0528,Sprinkler,Q-12,1048308.74818263,184867.292716816
Activated,Q,Q428,Q428,Horace Harding Playground,Horace Harding Playground,Play Equipment,Q428-SPRAY0529,Sprinkler,Q-06,1022898.20746839,206483.180259227
Activated,Q,Q429,Q429,Spirit Playground,Spirit Playground,Play Equipment,Q429-SPRAY0530,Sprinkler,Q-01,1000460.22642581,216614.630796805
Activated,Q,Q430,Q430,Sunrise Playground,Sunrise Playground,Play Equipment,Q430-SPRAY0531,Sprinkler,Q-13,1057407.56069363,177166.974127978
Under Construction,Q,Q443,Q443,Almeda Playground,Almeda Playground,Play Equipment,Q443-SPRAY0532,Sprinkler,Q-14,1041270.97157581,155587.226933226
Activated,Q,Q444,Q444,Sean's Place,Sean's Place,Play Equipment,Q444-SPRAY0533,Sprinkler,Q-01,1006875.58137722,216457.01004906
Activated,Q,Q448,Q448-99,Roy Wilkins Park Playground,Roy Wilkins Recreation Center,Play Equipment,Q448-99-SPRAY0534,Sprinkler,Q-12,1048089.53044521,189231.530051305
Activated,Q,Q450,Q450,Corona Golf Playground,Corona Golf Playground,Play Equipment,Q450-SPRAY0535,Sprinkler,Q-04,1024617.30048689,211704.252166137
Activated,Q,Q456,Q456,Gene Gray Playground,Gene Gray Playground,Play Equipment,Q456-SPRAY0536,Sprinkler,Q-14,1034453.78803172,160200.252155974
Activated,R,R005,R005-01,Clove Lakes Park Plgd,Clove Lakes Park,Play Equipment,R005-01-SPRAY0537,Sprinkler,R-01,954808.574290976,164643.374831393
Activated,R,R012,R012,White Park,White Park,Play Equipment,R012-SPRAY0538,Sprinkler,R-01,966719.241086393,160640.422535479
Activated,R,R025,R025,Mahoney Playground,Mahoney Playground,Play Equipment,R025-SPRAY0541,Sprinkler,R-01,960356.38406147,173772.300143063
Activated,R,R026,R026,Gerard P. Dugan Playground,Gerard P. Dugan Playground,Play Equipment,R026-SPRAY0542,Sprinkler,R-03,953450.461849719,143840.353773474
Activated,R,R031,R031-11,Wolfe's Pond Park,Wolfe's Pond Park,Play Equipment,R031-11-SPRAY0543,Sprinkler,R-03,932195.882967889,128182.908054307
Activated,R,R033,R033,Levy Playground,Levy Playground,Play Equipment,R033-SPRAY0545,Sprinkler,R-01,948462.391445308,170254.696942061
Activated,R,R034,R034,Austin J. McDonald Playground,Austin J. McDonald Playground,Play Equipment,R034-SPRAY0546,Sprinkler,R-01,952258.47866939,168680.510785982
Activated,R,R035,R035,De Matti Park,De Matti Park,Play Equipment,R035-SPRAY0547,Sprinkler,R-01,963653.606469631,163175.949288561
Activated,R,R038,R038,Midland Playground,Midland Playground,Play Equipment,R038-SPRAY0548,Sprinkler,R-02B,956800.846553132,148743.590029969
Activated,R,R045,R045-01,Schmul Park,Schmul Park,Play Equipment,R045-01-SPRAY0549,Sprinkler,R-02,932310.713446885,154066.958976387
Activated,R,R046,R046-05,Playland,Franklin D. Roosevelt Boardwalk and Beach,Play Equipment,R046-05-SPRAY0550,Sprinkler,R-02B,965531.538409307,153817.454882219
Activated,R,R046,R046-07,Midland Beach Playground,Franklin D. Roosevelt Boardwalk and Beach,Play Equipment,R046-07-SPRAY0551,Sprinkler,R-02B,960799.725038304,148527.306013733
Under Construction,R,R061,R061,Stapleton Playground,Stapleton Playground,Play Equipment,R061-SPRAY0552,Sprinkler,R-01,962138.926428139,166352.283815145
Activated,R,R063,R063,Old Town Playground,Old Town Playground,Play Equipment,R063-SPRAY0553,Sprinkler,R-02,961654.731530383,156205.269660398
Activated,R,R064,R064,Christopher J. Igneri Playground,Christopher J. Igneri Playground,Play Equipment,R064-SPRAY0554,Sprinkler,R-02,951047.89250788,161061.286195054
Activated,R,R067,R067,Gen. Douglas MacArthur Park,Gen. Douglas MacArthur Park,Play Equipment,R067-SPRAY0555,Sprinkler,R-02,956411.554352715,152999.426662638
Activated,R,R069,R069,Terrace Playground,Terrace Playground,Play Equipment,R069-SPRAY0556,Sprinkler,R-01,956876.699419811,162868.9354669
Activated,R,R071,R071,Great Kills Veterans Playground,Great Kills Veterans Playground,Play Equipment,R071-SPRAY0557,Sprinkler,R-03,942062.856672227,138611.170006141
Activated,R,R076,R076,Markham Playground,Markham Playground,Play Equipment,R076-SPRAY0558,Sprinkler,R-01,943750.690238803,166460.445672303
Under Construction,R,R085,R085,E.M.T. Christopher J. Prescott Playground,E.M.T. Christopher J. Prescott Playground,Play Equipment,R085-SPRAY0559,Sprinkler,R-03,932513.142503976,129730.19498597
Activated,R,R087,R087,Dongan Playground,Dongan Playground,Play Equipment,R087-SPRAY0560,Sprinkler,R-02,959409.509970978,151576.563366636
Activated,R,R111,R111,Lt. Lia Playground,Lt. Lia Playground,Play Equipment,R111-SPRAY0562,Sprinkler,R-01,962092.347124964,173755.897288724
Activated,R,R114,R114,Jennifer's Playground,Jennifer's Playground,Play Equipment,R114-SPRAY0563,Sprinkler,R-01,938963.051848218,165220.714555978
Activated,R,R123,R123,Skyline Playground,Skyline Playground,Play Equipment,R123-SPRAY0564,Sprinkler,R-01,959404.409915551,172239.601108729
Under Construction,R,R125,R125,Lopez Playground,Lopez Playground,Play Equipment,R125-SPRAY0565,Sprinkler,R-01,960634.794265806,162068.935098394
Activated,X,X001A,X001A-01,Morton Plgd,Aqueduct Walk,Play Equipment,X001A-01-SPRAY0566,Sprinkler,X-05,1007954.12055872,249425.097327977
Activated,X,X002,X002-04,Ben Abrams Playground,Bronx Park,Play Equipment,X002-04-SPRAY0567,Sprinkler,X-06,1020178.60857689,250609.606113806
Activated,X,X002,X002-05,Brady Plgd,Bronx Park,Play Equipment,X002-05-SPRAY0568,Sprinkler,X-06,1020555.42803321,249490.325215891
Activated,X,X002,X002-05A,Waring Plgd,Bronx Park,Play Equipment,X002-05A-SPRAY0569,Sprinkler,X-06,1019807.71594597,252803.32580772
Activated,X,X002,X002-07,River Park,Bronx Park,Play Equipment,X002-07-SPRAY0570,Sprinkler,X-06,1018184.86879797,246455.41691564
Under Construction,X,X002,X002-08,French Charley Plgd,Bronx Park,Play Equipment,X002-08-SPRAY0571,Sprinkler,X-06,1018472.85444247,256239.513161063
